title,console,brand,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,eu_sales,pal_sales,other_sales,release_date,decade
Superstars V8 Racing,PC,PC,Racing,Black Bean Games,Milestone S.r.l,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Minna no Oekaki Yasan,DS,Nintendo,Puzzle,Taito,Taito Corporation,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Hayarigami 2 DS: Toshidensetsu Kaii Jiken,DS,Nintendo,Adventure,Nippon Ichi Software,Nippon Ichi Software,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Europa Universalis: Rome Gold,PC,PC,Strategy,Paradox Interactive,Paradox Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Pro Cycling Season 2009: Le Tour de France,PSP,Sony,Sports,Focus Home Interactive,Cyanide Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Last Half of Darkness: Tomb of Zojir,PC,PC,Adventure,Tri Synergy,WRF Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Nihon Yakyuu Kikou Shounin: Batting Revolution,Wii,Nintendo,Sports,Alpha Unit,Alpha Unit,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Hysteria Hospital: Emergency Ward,PC,PC,Action,O-Games,Gameinvest,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Kawaii Koneko DS 2,DS,Nintendo,Simulation,MTO,MTO,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Ranshima Monogatari Rare Land Story: Shoujo no Yakujou,PSP,Sony,Role-Playing,Arc System Works,Arc System Works,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
My Secret Diary,DS,Nintendo,Misc,O-Games,Oxygen Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Space Bust-A-Move (JP sales),DS,Nintendo,Puzzle,Square Enix,Taito Corporation,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Bionic Commando,PC,PC,Adventure,Capcom,GRIN,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
DT Carnage,Wii,Nintendo,Racing,Agetec,Axis Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Kutsushita Nyonko: Kutsushita o Haita Neko to Kurashi Hajime Mashita,DS,Nintendo,Misc,D3 Publisher,D3 Publisher,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Saikin Koishiteru?,DS,Nintendo,Adventure,D3 Publisher,Microvision,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Mystery Masterpiece: The Moonstone,PC,PC,Puzzle,Big Fish Games,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Akogare Girls Collection: Suteki ni Nurse Days,DS,Nintendo,Adventure,Creative Core,Open Sesame,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Hottarake no Shima: Kanata to Nijiiro no Kagami,DS,Nintendo,Role-Playing,Namco Bandai,Bandai Namco Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Item Getter: Bokura no Kagaku to Mahou no Kankei,DS,Nintendo,Role-Playing,5pb,Genterprise,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Sekai Fushigi Hakken DS: Densetsu no Hitoshi-kun Ningyou o Sagase,DS,Nintendo,Puzzle,FuRyu Corporation,FuRyu Corporation,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Tsukibuto,DS,Nintendo,Action,SNK Playmore,SNK Playmore Corporation,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Strikers 1945 Plus Portable,PSP,Sony,Shooter,Arc System Works,Psikyo / X-Nauts,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
City Life DS,DS,Nintendo,Simulation,Ubisoft,Ubisoft,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Ashes Cricket 2009,PC,PC,Sports,Codemasters,Transmission Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Ready Steady Cook: The Game,DS,Nintendo,Simulation,Mindscape,Mindscape,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Ready Steady Cook: The Game,Wii,Nintendo,Simulation,Mindscape,Mindscape,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
L2: Love x Loop,PS2,Sony,Adventure,Idea Factory,Idea Factory,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Princess Isabella: A Witch's Curse,PC,PC,Adventure,Unknown,Gogii Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,PC,PC,Role-Playing,Bethesda Softworks,Bethesda Softworks,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,PS2,Sony,Simulation,System Soft,System Soft,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Hakuouki: Zuisouroku Twin Pack,PS2,Sony,Adventure,Idea Factory,Idea Factory,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,PSP,Sony,Simulation,System Soft,System Soft,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Juujimoto Ripputai Sypher Portable,PSP,Sony,Adventure,Abel,Abel Software,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Memories Off #6 Double Pack,X360,Microsoft,Adventure,5pb,5pb. Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Memories Off 6: T-Wave,X360,Microsoft,Adventure,5pb,5pb. Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Driving Theory Training 2009/2010 Edition,DS,Nintendo,Misc,Atari,Anuman Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Go Go Cosmo Cops!,DS,Nintendo,Platform,Namco Bandai,Noise,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Farming Simulator,PC,PC,Simulation,Tri Synergy,Astragon,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
WSC Real 09: World Championship Snooker,Wii,Nintendo,Sports,Blade Interactive,Blade Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Yamamura Misa Suspense: Kyoto Kuramayama Shou Satsujin Jiken,PSP,Sony,Adventure,Marvelous Interactive,Marvelous Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Oktoberfest,DS,Nintendo,Action,Zushi Games,Zushi Games Ltd,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Time of Shadows,PC,PC,Role-Playing,Take-Two Interactive,SkyFallen Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
LittleBigPlanet: Game of the Year Edition,PS3,Sony,Platform,Sony Computer Entertainment,Media Molecule,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Rugby League Challenge,PSP,Sony,Sports,Fru Blu Games,Wicked Witch Software,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Vampire Saga: Pandora's Box,PC,PC,Adventure,Alawar Entertainment,"Alawar Entertainment, Inc.",,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Crane Simulator 2009,PC,PC,Simulation,Unknown,Astragon,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Aion: Tower of Eternity,PC,PC,Role-Playing,NCSoft,NCsoft,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Heroes over Europe,PC,PC,Simulation,Ubisoft,Transmission Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Metropolis Crimes,DS,Nintendo,Adventure,Ubisoft,Lexis Numerique,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Hiiro no Kakera: Aizouban,PS2,Sony,Adventure,Idea Factory,Idea Factory,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Osouji Sentai Clean Keeper H,PS2,Sony,Adventure,Idea Factory,Lupinus,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Adam's Venture Episode 1: The Search For The Lost Garden,PC,PC,Adventure,Iceberg Interactive,Vertigo Gaming Inc.,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Clever Kids: Creepy Crawlies,Wii,Nintendo,Action,Midas Interactive Entertainment,Midas Interactive Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Cake Mania: Main Street,PC,PC,Simulation,Sandlot Games,Sandlot Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Tago Akira no Atama no Taisou Dai-3-Shuu: Fushigi no Kuni no Nazotoki Otogibanashi,DS,Nintendo,Adventure,Level 5,Level 5,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Tago Akira no Atama no Taisou Dai-4-Shuu: Time Machine no Nazotoki Daibouken,DS,Nintendo,Adventure,Level 5,Level 5,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Cities XL,PC,PC,Simulation,Monte Christo Multimedia,Monte Cristo Multimedia,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Harry Potter for Kinect,X360,Microsoft,Action-Adventure,Warner Bros. Interactive Entertainment,Eurocom,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Dark,XBL,Microsoft,Platform,Unknown,Andrew Russell,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Cabela's Outdoor Adventures (2009),PC,PC,Sports,Activision,Activision,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Angel Cat Sugar,DS,Nintendo,Misc,Rising Star,Rising Star Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Crazy Machines 2,DS,Nintendo,Puzzle,DTP Entertainment,FAKT Software GmBH,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Angel Cat Sugar,PC,PC,Misc,Rising Star,Rising Star Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Ninja Captains,Wii,Nintendo,Misc,Nordcurrent,In-house,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Grand Trucker Aniki: Shigoto to Kenka to Koimoyou,DS,Nintendo,Racing,Genterprise,Rize Dragon,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Margot's Bepuzzled!,DS,Nintendo,Puzzle,Zushi Games,puzzle.tv,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Shaun the Sheep: Off His Head,DS,Nintendo,Adventure,D3 Publisher,Aardman Animations,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Doctor Fizzwizzle's Animal Rescue,Wii,Nintendo,Puzzle,Conspiracy Entertainment,Replay Games,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Date ni Game Tsui Wake Jane! Dungeon Maker Girls Type,DS,Nintendo,Role-Playing,Idea Factory,Idea Factory,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Pri-Saga! Portable,PSP,Sony,Adventure,Abel,Abel Software,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Cricket Revolution,PC,PC,Sports,Mindstorm Studios,Mindstorm Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Ninja Blade,PC,PC,Action,Noviy Disk,From Software,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Men of War: Red Tide,PC,PC,Strategy,Aspyr,1C Company,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Star Wars: The Force Unleashed - Ultimate Sith Edition,PS3,Sony,Action,LucasArts,LucasArts,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Rika-Chan DS Motto! Onna no Ko Lesson: Oshare Oshigoto Otetsudai Daisuki!,DS,Nintendo,Misc,Takara Tomy,Takara Tomy,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Frankenstein: The Dismembered Bride,PC,PC,Adventure,Mastertronic,Mastertronic,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Secrets of the Vatican: The Holy Lance,PC,PC,Adventure,Mastertronic,Mastertronic,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Knockout Party,Wii,Nintendo,Puzzle,Ubisoft,Ubisoft,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Margot's Bepuzzled!,Wii,Nintendo,Puzzle,Zushi Games,puzzle.tv,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Fairyland Melody Magic,DS,Nintendo,Adventure,Ubisoft,Ubisoft Shanghai,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Jig-A-Pix: Wonderful World,DS,Nintendo,Puzzle,Zushi Games,Zushi Games Ltd,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Flying Turtle,PC,PC,Misc,Big Fish Games,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Runaway: The Dream of the Turtle,Wii,Nintendo,Adventure,Focus Home Interactive,93 Games Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Maestro! Jump in Music,DS,Nintendo,Misc,Neko Entertainment,Pasta Games!,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Rogue Warrior,PC,PC,Shooter,Bethesda Softworks,Rebellion Developments,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Flips: Artemis Fowl,DS,Nintendo,Misc,Electronic Arts,Electronic Arts,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Flips: Cathy Cassidy,DS,Nintendo,Misc,Electronic Arts,Electronic Arts,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Flips: Enid Blyton - Faraway Tree Stories,DS,Nintendo,Misc,Electronic Arts,Electronic Arts,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Flips: Too Ghoul for School,DS,Nintendo,Misc,Electronic Arts,Electronic Arts,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Chronicles of Mystery: The Tree of Life,PC,PC,Puzzle,City Interactive,City Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Dark Fall: Lights Out - The Director's Cut Edition,PC,PC,Adventure,Iceberg Interactive,XXV Productions,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
RailWorks: Tornado Edition,PC,PC,Simulation,First Class Simulations,RailSimulator.com,,0.0,0.0,0.0,0.0,0.0,0.0,2009,2000
Real Crimes: Jack the Ripper,PC,PC,Puzzle,Virtual Playground,Virtual Playground,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Matt Hazard: Blood Bath and Beyond,XBL,Microsoft,Shooter,D3 Publisher,Vicious Cycle,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Jewel Quest Mysteries 2: Trail of the Midnight Heart,PC,PC,Puzzle,iWin,Licensed 4U,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Twin Sector,PC,PC,Action,Headup Games,DNS Development,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Jig-a-Pix: Love is...,DS,Nintendo,Puzzle,Zushi Games,Zushi Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Flips: Percy Jackson,DS,Nintendo,Misc,Electronic Arts,Electronic Arts,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
WarBirds: Dogfights,PC,PC,Simulation,iEntertainment Network,iEntertainment Network,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
NecroVisioN: Lost Company,PC,PC,Shooter,1C Company,Farm 51,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
echoshift,PSP,Sony,Puzzle,Sony Computer Entertainment,JAPAN Studio / Artoon,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Cooking Idol I! My! Main! Game de Hirameki! Kirameki Cooking,DS,Nintendo,Simulation,Konami,Konami,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
HimeHibi: New Princess Days!! Zoku! Ni-Gakki Portable,PSP,Sony,Adventure,Takuyo,Takuyo,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Qix++,PSP,Sony,Puzzle,Taito,Taito Corporation,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Driving Simulator,PC,PC,Racing,Excalibur Publishing,Excalibur Publishing Limited,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Crash Time III,X360,Microsoft,Racing,Tradewest,Synetic,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Alice in Wonderland,PC,PC,Adventure,Disney Interactive Studios,Etranges Libellules,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Resident Evil 5: Gold Edition,PS3,Sony,Action,Capcom,Capcom,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Resident Evil 5: Gold Edition,X360,Microsoft,Action,Capcom,Capcom,9.3,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Gakken Europa 4: Kokugo Sanmai DS,DS,Nintendo,Misc,Gakken,Gakken,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Food Coach: Healthy Living Made Easy,DS,Nintendo,Misc,Zushi Games,Zushi Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Pass Your Driving Theory Test: 2010 Edition,DS,Nintendo,Misc,Avanquest,Uacari,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
M.U.D. TV,PC,PC,Strategy,Kalypso,Realmforge Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Scene It? Twilight,PC,PC,Misc,Konami,Artificial Mind and Movement,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
"Mind, Body & Soul: Spellbound 2",DS,Nintendo,Misc,505 Games,505 Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
The Sims 3: Create-A-Sim,PC,PC,Simulation,Electronic Arts,Maxis,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Prison Break: The Conspiracy,PC,PC,Adventure,Deep Silver,ZootFly,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Beat the Intro,DS,Nintendo,Misc,Mindscape,Mindscape,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Winning Post World 2010,X360,Microsoft,Sports,KOEI,Koei,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Flips: Enid Blyton - The Adventure Series,DS,Nintendo,Misc,Electronic Arts,Electronic Arts,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Flips: Mr. Gum,DS,Nintendo,Misc,Electronic Arts,Electronic Arts,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
"Mind, Body & Soul: Blend It!",DS,Nintendo,Puzzle,505 Games,Crush Digital,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Horrible Histories: Ruthless Romans,Wii,Nintendo,Adventure,Graffiti,Virtual Identity,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Reader Rabbit Preschool,Wii,Nintendo,Misc,Graffiti,Graffiti Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Restaurant Tycoon,DS,Nintendo,Simulation,Foreign Media Games,Foreign Media Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
The Mystery of the Crystal Portal,PC,PC,Adventure,Avanquest,G5 Software,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Assassin's Creed II: Complete Edition,PS3,Sony,Action,Ubisoft,Ubisoft Montreal,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Assassin's Creed II: Complete Edition,X360,Microsoft,Action,Ubisoft,Ubisoft Montreal,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Jolly Rover,PC,PC,Adventure,Unknown,Brawsome,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Samantha Swift and the Secret Scroll,Wii,Nintendo,Adventure,Mumbo Jumbo,MumboJumbo,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
XG Blast!,DS,Nintendo,Shooter,Unknown,Next Wave Team,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Toy Story 3: The Video Game,PC,PC,Action,Disney Interactive Studios,Avalanche Software,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Transformers: War for Cybertron,PC,PC,Action,Activision,High Moon Studios,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Mahjong Mysteries: Ancient Egypt,DS,Nintendo,Puzzle,Avanquest Software,Destineer,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
GamesAid: Triple Pack,PS3,Sony,Misc,Mastertronic,Various,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
International Athletics,Wii,Nintendo,Sports,Ghostlight,The Code Monkeys,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
The Garfield Show: Threat of the Space Lasagna,Wii,Nintendo,Misc,Unknown,EKO System,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Crusader Kings: Complete Pack,PC,PC,Strategy,Paradox Interactive,Paradox Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Pro Cycling Manager Season 2010: Le Tour de France,PC,PC,Sports,Focus Home Interactive,Cyanide Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Pro Cycling Season 2010: Le Tour de France,PSP,Sony,Sports,Focus Home Interactive,Cyanide Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Freddie Flintoff's Powerplay Cricket,DS,Nintendo,Sports,Tradewest,Playerone Sport,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Victoria II,PC,PC,Strategy,Paradox Interactive,Paradox Interactive,8.1,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Hidden Mysteries: Vampire Secrets,PC,PC,Adventure,GameMill,Gunnar Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
8Ball Allstars,DS,Nintendo,Sports,O-Games,The Code Monkeys,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Horrid Henry: Missions of Mischief,PC,PC,Adventure,SouthPeak Interactive,Asylum Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Battlefield: Bad Company 2 Ultimate Edition,PS3,Sony,Shooter,Electronic Arts,EA Digital Illusions CE,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Battlefield: Bad Company 2 Ultimate Edition,X360,Microsoft,Shooter,Electronic Arts,EA Digital Illusions CE,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Intellivision Lives!,DS,Nintendo,Misc,Virtual Play Games,Intellivision Productions Inc.,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Pang: Magical Michael,DS,Nintendo,Puzzle,Rising Star,Rising Star Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Arthur and the Revenge of Maltazard,PS3,Sony,Misc,Ubisoft,Avalanche Productions,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Love Once,PSP,Sony,Adventure,Unknown,Maid meets Cat,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
John Daly's ProStroke Golf,PC,PC,Sports,O-Games,Gusto Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Youda Farmer,DS,Nintendo,Puzzle,Foreign Media Games,Youda Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Challenge Me: Brain Puzzles 2,PC,PC,Puzzle,O-Games,O Games,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
FIFA Manager 11,PC,PC,Sports,Electronic Arts,Electronic Arts,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Jungle Party,PSP,Sony,Misc,Sony Computer Entertainment,SCEE,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Nightfall Mysteries: Curse of the Opera,PC,PC,Puzzle,Mastertronic,Vast Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Beat Sketcher,PSN,Sony,Misc,Sony Computer Entertainment,"Will Co., Ltd. Noisycroak",,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Mysterious Adventures in the Caribbean,DS,Nintendo,Puzzle,Unknown,Licensed 4U,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Shawn Johnson Gymnastics,DS,Nintendo,Sports,Zoo Games,Artefacts Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Captain Blood,X360,Microsoft,Action,Playlogic Game Factory,SeaWolf,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Casual Classics,DS,Nintendo,Puzzle,Unknown,Media Sales & Licensing,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Buzz! The Ultimate Music Quiz,PSP,Sony,Misc,Sony Computer Entertainment,Relentless Software,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Family Quiz,Wii,Nintendo,Misc,7G//AMES,Funbox Media,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Back to the Future: The Game,PC,PC,Adventure,Telltale Games,Telltale Games,8.1,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Crash Time 4: The Syndicate,PC,PC,Racing,DTP Entertainment,Synetic,,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010
Superstars V8 Next Challenge,PC,PC,Racing,Deep Silver,Milestone S.r.l.,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Superstars V8 Next Challenge,PS3,Sony,Racing,Deep Silver,Milestone S.r.l.,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
18 Wheels of Steel: Triple Pack,PC,PC,Racing,Unknown,SCS Software,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Hacker Evolution Collection,PC,PC,Strategy,Unknown,exoSyphen Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Samurai Warriors 3: Xtreme Legends,Wii,Nintendo,Action,Tecmo Koei,Omega Force,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Youda Safari,DS,Nintendo,Simulation,Foreign Media Games,Foreign Media Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
We Dare: Flirty Fun For All,Wii,Nintendo,Misc,Ubisoft,Ubisoft Milan,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Giana Sisters DS,DS,Nintendo,Platform,Destineer,Spellbound,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Dreamcast Collection,PC,PC,Misc,Sega,Sega,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Hidden Photo,DS,Nintendo,Puzzle,PQube,PQube,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Stoked: Big Air Edition,PC,PC,Sports,Namco Bandai,Bongfish GmbH,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Trainz Simulator 12,PC,PC,Simulation,Unknown,N3VRF41L Publishing,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
We Sing Down Under,Wii,Nintendo,Misc,Nordic Games,Le Cortex,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
ArmA II: Reinforcements,PC,PC,Shooter,Unknown,Bohemia Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Enclave: Shadows of Twilight,Wii,Nintendo,Role-Playing,TopWare,Village1 Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Cradle Double Pack,DS,Nintendo,Puzzle,Rising Star,cerasus.media GmbH,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Mega Minis Volume 1,PSP,Sony,Misc,Sony Computer Entertainment,Various,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Mount & Blade: With Fire & Sword,PC,PC,Role-Playing,Paradox Interactive,Snowberry Connection and Sich Studio,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Garshasp: The Monster Slayer,PC,PC,Action,Unknown,Dead Mage Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
