title,console,brand,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,eu_sales,pal_sales,other_sales,release_date,decade
Jade Rousseau,PC,PC,Adventure,Phenomedia,DECK13 Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Super Sonic Racer,Wii,Nintendo,Racing,Zoo Games,Zoo Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Days of Thunder: NASCAR Edition,PS3,Sony,Racing,505 Games,Piranha Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Dungeons & Dragons: Daggerdale,PC,PC,Role-Playing,Atari,Bedlam Games,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Hollywood Files: Deadly Intrigues,DS,Nintendo,Adventure,Unknown,Foreign Media Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Jewel Time Deluxe,PC,PC,Puzzle,O-Games,O Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Cars 2,PC,PC,Racing,Disney Interactive Studios,Avalanche Software,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Unsolved Mystery Club: Ancient Astronauts,PC,PC,Puzzle,Freeze Tag,Freeze Tag,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Ratchet & Clank: Tools of Destruction and Ratchet & Clank: A Crack in Time,PS3,Sony,Platform,Sony Computer Entertainment,Insomniac Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
LIMBO,PC,PC,Platform,Unknown,Playdead,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Paramedic Simulator,PC,PC,Simulation,Unknown,Just Sims,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
The Hidden Mystery Collectives: Mystic Diary 1 & 2,PC,PC,Puzzle,Unknown,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Hidden Mysteries: Royal Family Secrets,PC,PC,Puzzle,GameMill,GameMill Publishing,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Railway Simulator,PC,PC,Simulation,Unknown,N2V Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
3D Pixel Racing,WW,Nintendo,Racing,Microforum,Microforum,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
The Clockwork Man,PC,PC,Puzzle,Unknown,Total Eclipse,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Get Up Games: Family Sports,Wii,Nintendo,Sports,O-Games,O Games,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
From Dust,PC,PC,Adventure,Ubisoft,Ubisoft Montpellier,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Awakening: The Goblin Kingdom,PC,PC,Adventure,Big Fish Games,Boomzap,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Magic Ball 4,PC,PC,Puzzle,PlayV,Dream Dale,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Summer Challenge: Athletics Tournament,X360,Microsoft,Sports,PQube,DTP Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Ferrari: The Race Experience,PSN,Sony,Racing,Deep Silver,Eutechnyx,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Nuclear Dawn,PC,PC,Misc,Viva Media,InterWave Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Red Dead Redemption: Game of the Year Edition,X360,Microsoft,Action,Rockstar Games,Rockstar San Diego,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Jungle Kartz,Wii,Nintendo,Racing,Nordic Games,Brain in a Jar,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
The Sims 3: Pets,3DS,Nintendo,Simulation,Electronic Arts,The Sims Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Tiny Token Empires,PC,PC,Strategy,THQ,BiP media,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
The Sims 3: Pets,PS3,Sony,Simulation,Electronic Arts,The Sims Studio,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
The Sims 3: Pets,X360,Microsoft,Simulation,Electronic Arts,The Sims Studio,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Fifi and the Flowertots: Fifi's Garden Party,DS,Nintendo,Action,Avanquest,Uacari,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
The Horror Collection,PC,PC,Misc,Mastertronic,Various,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Treasure Seekers Trilogy,PC,PC,Misc,Mastertronic,Various,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
The Crown of Midas,Wii,Nintendo,Adventure,Unknown,Funbox Media,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Oddly Enough: Pied Piper,PC,PC,Adventure,Alawar Entertainment,"Alawar Entertainment, Inc.",,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Fix it: Home improvement challenge,Wii,Nintendo,Action,SouthPeak Interactive,Freedom Factory Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
EyePet Adventures,PSP,Sony,Simulation,Sony Computer Entertainment,SCEE London Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
uDraw Studio: Instant Artist,PS3,Sony,Misc,THQ,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Machi-ing Maker 4,X360,Microsoft,Strategy,D3 Publisher,D3,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Rise of Flight: Aces Edition,PC,PC,Simulation,Aerosoft,Aerosoft,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Fix It: Home Improvement Challenge,DS,Nintendo,Action,SouthPeak Interactive,Freedom Factory Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Marine Life Rescue,Wii,Nintendo,Adventure,Conspiracy Entertainment,Conspiracy Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Phil Taylor's Power Play Darts,DS,Nintendo,Sports,Unknown,Funbox Media,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Eggheads,DS,Nintendo,Puzzle,Avanquest,Avanquest Software,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Nightfall Mysteries: Asylum Conspiracy,PC,PC,Puzzle,eGames,Vast Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2011,2010
Sea Legends: Phantasmal Light,PC,PC,Misc,Big Fish Games,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Hollywood: The Directors Cut,PC,PC,Puzzle,HdO Adventure,Mastertronic,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Fallout: New Vegas Ultimate Edition,PS3,Sony,Role-Playing,Bethesda Softworks,Obsidian Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Fallout: New Vegas Ultimate Edition,X360,Microsoft,Role-Playing,Bethesda Softworks,Obsidian Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
The Sims 3: Showtime,PC,PC,Simulation,Electronic Arts,Maxis,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Secrets of the Titanic,PC,PC,Misc,Avanquest Software,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Downtown Secrets,PC,PC,Adventure,Mastertronic,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Police Simulator 2 Law and Order,PC,PC,Simulation,Excalibur Publishing Limited,Excalibur Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Combat Wings: The Great Battles of WWII,PS3,Sony,Simulation,City Interactive,City Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Naval War: Arctic Circle,PC,PC,Strategy,Paradox Interactive,Turbo Tape Games,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Naraba's World: The Mysterious Palace,DS,Nintendo,Adventure,Mentor Interactive,Mentor Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
4 in 1 Action Pack,PS3,Sony,Misc,SouthPeak Games,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
DreamWorks Madagascar 3: The Video Game,3DS,Nintendo,Adventure,D3Publisher,Torus Games Pty. Ltd.,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Jak & Daxter Collection,PSV,Sony,Action,Sony Computer Entertainment,Mass Media,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Brave: The Video Game,X360,Microsoft,Misc,Disney Interactive Studios,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
adidas miCoach,X360,Microsoft,Misc,Land Ho,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Cannon Fodder 3,PC,PC,Action,Game Factory Interactive,Burut Software,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
The Amazing Spider-Man (2012),PC,PC,Action-Adventure,Activision,Beenox,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Kinect Sports: Ultimate Collection,X360,Microsoft,Misc,Microsoft Studios,Various,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Disney Princess: My Fairytale Adventure,Wii,Nintendo,Adventure,Disney Interactive Studios,High Impact Games,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Of Orcs and Men,PS3,Sony,Action,Focus Home Interactive,Cyanide Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Of Orcs and Men,X360,Microsoft,Action,Focus Home Interactive,Cyanide Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Madagascar 3: The Video Game,X360,Microsoft,Misc,D3Publisher,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Naughty Bear: Double Trouble,PS3,Sony,Action,505 Games,Behaviour Interactive Inc.,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Super Monkey Ball: Banana Splitz,PSV,Sony,Misc,Sega,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Zero Escape: Virtue's Last Reward,PSV,Sony,Visual Novel,Aksys Games,ChunSoft,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Hello Kitty Picnic with Sanrio Friends,3DS,Nintendo,Misc,Majesco Entertainment,"Chaotic Moon Studios, LLC.",,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Sports Champions 2,PS3,Sony,Sports,Sony Computer Entertainment,SCEA San Diego Studio / Zindagi Games,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
1001 Crosswords,DS,Nintendo,Puzzle,Mastertronic,Mastertronic,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
007 Legends,PC,PC,Shooter,Activision,Eurocom,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Ben 10 Omniverse,DS,Nintendo,Action,D3Publisher,D3 Publisher,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Angry Birds: Star Wars,PC,PC,Puzzle,Rovio Mobile,Exient Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Andrew Lloyd Webber Musicals: Sing and Dance,Wii,Nintendo,Music,Koch Media,Tubby Games,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
The Hip Hop Dance Experience,Wii,Nintendo,Music,Ubisoft,iNiS,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Victorious: Taking the Lead,Wii,Nintendo,Adventure,D3Publisher,High Voltage Software,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Disney Epic Mickey 2: The Power of Two,PC,PC,Platform,Disney Interactive Studios,Junction Point Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Rise of the Guardians: The Video Game,DS,Nintendo,Action-Adventure,D3Publisher,Torus Games Pty. Ltd.,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Rise of the Guardians: The Video Game,Wii,Nintendo,Action,D3Publisher,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Football Manager Handheld 2013,PSP,Sony,Sports,Sega,Sports Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Kylie Sing and Dance,Wii,Nintendo,Music,Koch Media,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2012,2010
Everything's Rosie,DS,Nintendo,Misc,Avanquest Software,Avanquest Software,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Wargame: Airland Battle,PC,PC,Misc,Focus Home Interactive,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Phineas and Ferb: Quest for Cool Stuff,3DS,Nintendo,Misc,Disney Interactive Studios,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Arcania: Gothic 4,PS3,Sony,Role-Playing,JoWood Productions,Spellbound Entertainment AG,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Gone Home,PC,PC,Adventure,The Fullbright Company,The Fullbright Company,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Funfair Party Games,3DS,Nintendo,Party,Joindots,Avanquest Software,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Disorder 6,X360,Microsoft,Visual Novel,5pb,5pb. Games,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Pokémon Rumble U,WiiU,Nintendo,Action,Nintendo,Ambrella,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Rayman Legends,PC,PC,Platform,Ubisoft,Ubisoft Montpellier,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Jewel Adventures,DS,Nintendo,Puzzle,Enjoy Gaming ltd.,7 Raven Studios Co. Ltd.,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Monster High 13 Wishes,DS,Nintendo,Action,Little Orbit,Little Orbit,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Ben 10 Omniverse 2,PS3,Sony,Fighting,D3 Publisher,High Voltage Software,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Ben 10 Omniverse 2,Wii,Nintendo,Fighting,D3 Publisher,High Voltage Software,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Ben 10 Omniverse 2,WiiU,Nintendo,Fighting,D3 Publisher,High Voltage Software,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
The Amazing Spider-Man (2012),PSV,Sony,Action-Adventure,Activision,Beenox,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
Young Justice: Legacy,WiiU,Nintendo,Action,Warner Bros. Interactive Entertainment,Freedom Factory Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2013,2010
The Raven: Legacy of a Master Thief,PC,PC,Adventure,KING Art Games,KING Art Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Tom Clancy's Rainbow Six: Patriots,PS3,Sony,Shooter,Ubisoft,Ubisoft,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Until Dawn,PS3,Sony,Adventure,Sony Computer Entertainment America,Supermassive Games Ltd.,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Tom Clancy's Rainbow Six: Patriots,X360,Microsoft,Shooter,Ubisoft,Ubisoft,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Fierce Tales: Marcus' Memory,PC,PC,Adventure,Big Fish Games,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Strider (2014),XOne,Microsoft,Platform,Capcom,Double Helix Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
LEGO Friends,DS,Nintendo,Simulation,Warner Bros. Interactive Entertainment,Hellbent Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
War of the Vikings,PC,PC,Misc,Paradox Interactive,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Nearwood,PC,PC,Adventure,Viva Media,MagicIndie,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Jewel Link Double Pack: Atlantic Quest / Galactic Quest,DS,Nintendo,Puzzle,Avanquest Software,Avanquest Software,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Nightmares from the Deep: Davy Jones,PC,PC,Puzzle,Viva Media,Artifex Mundi,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Durarara!! 3way Standoff: Alley,PSV,Sony,Misc,Kadokawa Shoten,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,PSV,Sony,Adventure,SystemSoft Alpha,Unicorn-A,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Broken Sword: The Serpent's Curse,PC,PC,Adventure,Revolution Software,Revolution Software,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Tour de France 2014,X360,Microsoft,Sports,Focus Home Interactive,Cyanide Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Farming Simulator 14,3DS,Nintendo,Simulation,Focus Home Interactive,Focus Home Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Bloodbath,PS3,Sony,Action,United Developers,Freedom Factory Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Island Days,3DS,Nintendo,Visual Novel,Stack,0verflow,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Hamatora: Look at Smoking World,3DS,Nintendo,Role-Playing,FuRyu Corporation,FuRyu,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
LEGO Ninjago Nindroids,PSV,Sony,Action-Adventure,Warner Bros. Interactive Entertainment,Hellbent Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
WRC 4: FIA World Rally Championship,PSV,Sony,Racing,Bigben Interactive,Milestone S.r.l.,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Liberation Maiden SIN,PSV,Sony,Visual Novel,5pb,5pb. Inc.,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Velocity 2X,PSV,Sony,Action,Futurlab 1,FuturLab,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
The Book of Unwritten Tales 2,PC,PC,Adventure,Nordic Games,KING Art Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Chain Chronicle,PSV,Sony,Misc,Sega,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Teslagrad,WiiU,Nintendo,Platform,Rain Games,Rain Games,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Stronghold Crusader 2,PC,PC,Strategy,FireFly Studios,FireFly Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Disney Violetta: Rhythm & Music,3DS,Nintendo,Music,Disney Interactive Studios,Little Orbit,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Origin and Fate - 5 Game Pack,PC,PC,Misc,Focus,Focus Home Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Truckin' Collection,PC,PC,Simulation,Excalibur Publishing Limited,Excalibur Publishing Ltd.,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Nekketsu Inou Bukatsu: Trigger Kiss,PSV,Sony,Adventure,Idea Factory,Idea Factory,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Flowers,PSP,Sony,Adventure,Prototype,Prototype,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Adventure Time: The Secret of the Nameless Kingdom,PS3,Sony,Adventure,Little Orbit,WayForward Technologies,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
The Voice,Wii,Nintendo,Music,Activision,Zoe Mode,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Train Simulator 2015,PC,PC,Action,Dovetail Games,Dovetail Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Teslagrad,PS3,Sony,Platform,Rain Games,Rain Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Muppets Movie Adventures,PSV,Sony,Action,Sony Computer Entertainment,Virtual Toys,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Lords of Xulima,PC,PC,Role-Playing,Numantian Games,Numantian Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Rabbids Invasion: The Interactive TV Show,X360,Microsoft,Misc,Ubisoft,Ubisoft Paris,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Lara Gates: The Lost Talisman,PC,PC,Puzzle,Big Fish Games,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
The Great Unknown: Houdini's Castle,PC,PC,Puzzle,Big Fish Games,Black Lime Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
IL-2 Sturmovik: Battle of Stalingrad,PC,PC,Action,1C Maddox Games,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Final Cut: Death on the Silver Screen,PC,PC,Puzzle,Big Fish Games,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Rugby Union Team Manager 2015,PC,PC,Action,Alternative Software,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
NES Remix Pack,WiiU,Nintendo,Misc,Nintendo,Nintendo,,0.0,0.0,0.0,0.0,0.0,0.0,2014,2010
Raven's Cry,PC,PC,Role-Playing,TopWare Interactive,Reality Pump Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Jewel Quest The Sapphire Dragon,3DS,Nintendo,Puzzle,Tulip Games,Engine Software,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Raven's Cry,PS3,Sony,Role-Playing,TopWare Interactive,Reality Pump Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Bluebeard's Castle,PC,PC,Puzzle,Big Fish Games,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Malice: Two Sisters,PC,PC,Misc,Focus Multimedia,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Mystic Legacy: The Great Ring,PC,PC,Puzzle,Big Fish Games,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Sable Maze: Sullivan River,PC,PC,Puzzle,Focus Multimedia,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
ScreamRide,X360,Microsoft,Simulation,Microsoft Studios,Frontier Developments,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Grim Legends: The Forsaken Bride,PC,PC,Puzzle,Avanquest Software,Artifex Mundi,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Assassin's Creed Chronicles: China,PC,PC,Action-Adventure,Ubisoft,Climax Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Dungeons 2,PC,PC,Role-Playing,Kalypso Media,Realmforge Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
WOW! 6 Games Simulations Collection,PC,PC,Simulation,Excalibur Publishing,Excalibur Studios,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Artifacts of the Past Ancient Mysteries,PC,PC,Puzzle,Big Fish Games,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Elixir of Imortality,PC,PC,Misc,Big Fish Games,Big Fish Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Royal Detective 2: The Lord Of Statues,PC,PC,Puzzle,Big Fish Games,Black Lime Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
RollerCoaster Tycoon 8 Pack,PC,PC,Simulation,Avanquest Software,Atari,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Puzzle & Dragons: Super Mario Bros. Edition,3DS,Nintendo,Puzzle,Nintendo,GungHo Online Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
NASCAR '15,PS3,Sony,Sports,Deep Silver,Eutechnyx,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Blood Bowl 2,PS4,Sony,Sports,Focus Home Interactive,Cyanide Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Blood Bowl 2,XOne,Microsoft,Sports,Focus Home Interactive,Cyanide Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Shinsouban Mahou Tsukai no Goshujinsama,PSV,Sony,Action,Quinrose,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Vikings 4: Tribes of the North,PC,PC,Action,Rondomedia,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Deception IV: The Nightmare Princess,PS4,Sony,Action,Tecmo Koei,Koei Tecmo Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
9 Clues 2: The Ward,PC,PC,Puzzle,Artifex Mundi sp. z o.o.,Artifex Mundi,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Go! Princess PreCure Sugar Oukoku to 6-nin no Princess!,3DS,Nintendo,Action,Bandai Namco Games,Bandai Namco Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Fushigi no Chronicle: Furikaerimasen Katsu Madewa,PS4,Sony,Action,Spike Chunsoft,Spike Chunsoft,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Natsumegu,PSV,Sony,Action,Unknown,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Shinsouhan Heart no Kuni no Alice: Wonderful Wonder World,PSV,Sony,Action,Quinrose,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Zettai Meikyuu: Himitsu no Oya Yubi Hime,PSV,Sony,Action,Views,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Kobayashi ga Kawai Sugite Tsurai!! Game Demo Kyun Moe Max ga Tomara Nai,3DS,Nintendo,Action,Happinet,Happinet,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Reveries: Seelenfänger,PC,PC,Puzzle,Rondomedia,ERS G-Studio,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Emergency 2016,PC,PC,Simulation,Deep Silver,Sixteen Tons Entertainment,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Monster High: New Ghoul in School,WiiU,Nintendo,Action,Little Orbit,Torus Games,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
The Peanuts Movie: Snoopy's Grand Adventure,XOne,Microsoft,Platform,Activision,Behaviour Interactive,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
SUPERBEAT: XONiC,PSV,Sony,Music,PM Studios,Nurijoy,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Professional Farmer 2016,PS3,Sony,Action,Namco Bandai Games,Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Handball 16,PSV,Sony,Sports,Bigben Interactive,EKO Software,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Kung Fu Panda: Showdown of Legendary Legends,WiiU,Nintendo,Action,Little Orbit,Little Orbit,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Handball 16,XOne,Microsoft,Sports,Bigben Interactive,EKO Software,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Kung Fu Panda: Showdown of Legendary Legends,XOne,Microsoft,Action,Little Orbit,Little Orbit,,0.0,0.0,0.0,0.0,0.0,0.0,2015,2010
Falling Skies: The Game,X360,Microsoft,Role-Playing,Little Orbit,Little Orbit,,0.0,0.0,0.0,0.0,0.0,0.0,2016,2010
Resident Evil Zero,PS3,Sony,Action-Adventure,Capcom,Capcom,,0.0,0.0,0.0,0.0,0.0,0.0,2016,2010
The Witness,PS4,Sony,Misc,"Thekla, Inc.",Unknown,,0.0,0.0,0.0,0.0,0.0,0.0,2016,2010
Naruto Shippuden: Ultimate Ninja Storm 4,PC,PC,Fighting,Namco Bandai Games,CyberConnect2,,0.0,0.0,0.0,0.0,0.0,0.0,2016,2010
